timestamp,voltage,current,power
751000.0,249.12,0.14,34.8768
752000.0,248.93,0.122,30.36946
753000.0,248.96,0.12,29.8752
754000.0,249.27,0.121,30.16167
755000.0,249.73,0.117,29.21841
756000.0,249.21,0.11,27.4131
757000.0,248.89,0.108,26.88012
758000.0,249.0,0.111,27.639
759000.0,248.94,0.105,26.1387
760000.0,248.96,0.119,29.62624
761000.0,249.14,0.109,27.15626
762000.0,249.16,0.105,26.1618
763000.0,248.97,0.097,24.15009
764000.0,249.08,0.1,24.908
765000.0,249.01,0.093,23.15793
766000.0,249.06,0.092,22.91352
767000.0,249.0,0.103,25.647
768000.0,248.93,0.091,22.65263
769000.0,248.9,0.091,22.6499
770000.0,248.98,0.096,23.90208
771000.0,248.91,0.101,25.13991
772000.0,248.77,0.109,27.11593
773000.0,249.15,0.091,22.67265
774000.0,249.77,0.103,25.72631
